Sl. No,State,District,Assessment Unit  Name,Assessment Unit Type,Recharge Worthy Area(Ha),Total Annual  Ground Water (Ham) Recharge,Annual Extractable Ground Water Resource  (Ham),Total  Ground Water Extraction  (Ham),Stage of Ground Water  Extraction (%),Categorization
5545,TRIPURA,WEST TRIPURA,OLD AGARTALA,BLOCK,6524.00,1383.19,1078.41,266.11,24.68,Safe
5546,UTTAR PRADESH,AGRA,ACHHNERA,BLOCK,28212.00,11830.04,10647.03,9176.83,86.19,Semi Critical
5547,UTTAR PRADESH,AGRA,AKOLA,BLOCK,17126.00,5312.20,4780.98,5231.99,109.43,Over Exploited
5548,UTTAR PRADESH,AGRA,BAH,BLOCK,27946.00,5433.55,4890.20,4821.65,98.60,Critical
5549,UTTAR PRADESH,AGRA,BARAULI AHIR,BLOCK,23894.00,5742.46,5168.21,8999.35,174.13,Over Exploited
5550,UTTAR PRADESH,AGRA,BICHPURI,BLOCK,12074.00,3241.91,2917.72,4989.34,171.00,Over Exploited
5551,UTTAR PRADESH,AGRA,ETMADPUR,BLOCK,21902.00,4776.68,4299.01,5958.60,138.60,Over Exploited
5552,UTTAR PRADESH,AGRA,FATEHABAD,BLOCK,34935.00,4739.61,4265.65,7264.51,170.30,Over Exploited
5553,UTTAR PRADESH,AGRA,FATEHPUR SIKRI,BLOCK,29132.00,10054.49,9049.04,10448.03,115.46,Over Exploited
5554,UTTAR PRADESH,AGRA,JAGNER,BLOCK,30393.00,4361.52,3925.37,3012.38,76.74,Semi Critical
5555,UTTAR PRADESH,AGRA,JAITPUR KALAN,BLOCK,30063.00,5103.54,4593.18,4042.63,88.01,Semi Critical
5556,UTTAR PRADESH,AGRA,KHANDAULI,BLOCK,21522.00,3765.23,3388.71,4841.93,142.88,Over Exploited
5557,UTTAR PRADESH,AGRA,KHERAGARH,BLOCK,24420.00,6008.92,5708.47,5289.47,92.66,Critical
5558,UTTAR PRADESH,AGRA,PINAHAT,BLOCK,29638.00,5119.03,4607.12,3417.75,74.18,Semi Critical
5559,UTTAR PRADESH,AGRA,SAIYANA,BLOCK,22849.00,5551.10,4995.99,5632.04,112.73,Over Exploited
5560,UTTAR PRADESH,AGRA,SHAMSABAD,BLOCK,26414.00,4139.53,3725.57,7196.00,193.15,Over Exploited
5561,UTTAR PRADESH,AGRA,AGRA CITY,BLOCK,14197.00,3951.57,3556.41,4122.32,115.91,Over Exploited
5562,UTTAR PRADESH,ALIGARH,AKRABAD,BLOCK,28675.00,10002.72,9002.45,5858.00,65.07,Safe
5563,UTTAR PRADESH,ALIGARH,ATRAULI,BLOCK,27460.00,7904.70,7114.22,4956.61,69.67,Safe
5564,UTTAR PRADESH,ALIGARH,BIJAULI,BLOCK,25494.00,7031.42,6679.85,4261.05,63.79,Safe
5565,UTTAR PRADESH,ALIGARH,CHANDAUS,BLOCK,32089.00,7406.96,6666.26,5877.63,88.17,Semi Critical
5566,UTTAR PRADESH,ALIGARH,DHANIPUR,BLOCK,28332.00,9322.06,8855.95,5986.96,67.60,Safe
5567,UTTAR PRADESH,ALIGARH,GANGIRI,BLOCK,34304.00,8747.83,7873.05,6894.03,87.56,Semi Critical
5568,UTTAR PRADESH,ALIGARH,GONDA,BLOCK,29051.00,8393.28,7553.95,5498.30,72.79,Semi Critical
5569,UTTAR PRADESH,ALIGARH,IGLAS,BLOCK,24637.00,6089.06,5784.60,5717.32,98.84,Critical
5570,UTTAR PRADESH,ALIGARH,JAWA SIKANDAIRPUR,BLOCK,30059.00,8026.69,7224.02,6165.93,85.35,Semi Critical
5571,UTTAR PRADESH,ALIGARH,KHAIR,BLOCK,34345.00,9086.19,8631.88,7196.34,83.37,Semi Critical
5572,UTTAR PRADESH,ALIGARH,LODHA,BLOCK,33381.00,6992.66,6293.40,5115.55,81.28,Semi Critical
5573,UTTAR PRADESH,ALIGARH,TAPPAL,BLOCK,37219.00,8102.28,7697.17,4863.75,63.19,Safe
5574,UTTAR PRADESH,ALIGARH,ALIGARH CITY,BLOCK,15797.00,2122.33,1910.10,4616.21,241.67,Over Exploited
5575,UTTAR PRADESH,AMBEDKAR NAGAR,AKBARPUR,BLOCK,41216.00,11813.02,10631.71,6513.73,61.27,Safe
5576,UTTAR PRADESH,AMBEDKAR NAGAR,BASKHARI,BLOCK,20457.00,7142.63,6428.37,4457.36,69.34,Safe
5577,UTTAR PRADESH,AMBEDKAR NAGAR,BHITI,BLOCK,20976.00,5814.79,5233.31,3659.00,69.92,Safe
5578,UTTAR PRADESH,AMBEDKAR NAGAR,BHIYAON,BLOCK,21189.00,6759.90,6083.91,3734.56,61.38,Safe
5579,UTTAR PRADESH,AMBEDKAR NAGAR,JAHANGIRGANI,BLOCK,21944.00,7291.96,6562.76,4151.89,63.26,Safe
5580,UTTAR PRADESH,AMBEDKAR NAGAR,JALALPUR,BLOCK,30031.00,9816.77,8835.09,6171.10,69.85,Safe
5581,UTTAR PRADESH,AMBEDKAR NAGAR,KATEHARI,BLOCK,25333.00,7760.49,6984.44,4463.01,63.90,Safe
5582,UTTAR PRADESH,AMBEDKAR NAGAR,RAMNAGAR,BLOCK,32280.00,11037.17,9933.45,5691.24,57.29,Safe
5583,UTTAR PRADESH,AMBEDKAR NAGAR,TANDA,BLOCK,32472.00,13106.38,11795.74,6711.47,56.90,Safe
5584,UTTAR PRADESH,AMETHI,AMETHI,BLOCK,16236.00,5819.79,5237.81,3659.66,69.87,Safe
5585,UTTAR PRADESH,AMETHI,BAHADURPUR,BLOCK,15554.00,6245.79,5621.21,3816.13,67.89,Safe
5586,UTTAR PRADESH,AMETHI,BHADAR,BLOCK,15921.00,6317.15,6001.29,4227.18,70.44,Semi Critical
5587,UTTAR PRADESH,AMETHI,BHETUA,BLOCK,16495.00,6287.67,5658.91,3278.35,57.93,Safe
5588,UTTAR PRADESH,AMETHI,GAURIGANJ,BLOCK,20791.00,8006.90,7206.21,4880.72,67.73,Safe
5589,UTTAR PRADESH,AMETHI,JAGDISHPUR,BLOCK,21476.00,8602.26,7742.03,5290.37,68.33,Safe
5590,UTTAR PRADESH,AMETHI,JAMO,BLOCK,23553.00,12308.62,11077.76,6553.90,59.16,Safe
5591,UTTAR PRADESH,AMETHI,MUSAFIRKHANA,BLOCK,18206.00,7439.62,6695.66,4133.62,61.74,Safe
5592,UTTAR PRADESH,AMETHI,SANGRAMPUR,BLOCK,10176.00,3832.87,3449.59,2724.50,78.98,Semi Critical
5593,UTTAR PRADESH,AMETHI,SHAHGARH,BLOCK,12774.00,4180.27,3762.24,2208.85,58.71,Safe
5594,UTTAR PRADESH,AMETHI,SHUKUL BAZAR,BLOCK,19176.00,5289.95,4760.95,3313.21,69.59,Safe
5595,UTTAR PRADESH,AMETHI,SINGHPUR,BLOCK,21261.00,7716.21,6944.58,4384.32,63.13,Safe
5596,UTTAR PRADESH,AMETHI,TILOI,BLOCK,21373.00,7724.19,6951.77,4791.97,68.93,Safe
5597,UTTAR PRADESH,AMROHA,DHANAURA,BLOCK,40966.00,10181.85,9163.66,8791.26,95.94,Critical
5598,UTTAR PRADESH,AMROHA,GAJRAULA,BLOCK,31099.00,6643.64,6311.46,6131.21,97.14,Critical
5599,UTTAR PRADESH,AMROHA,HASANPUR,BLOCK,34389.00,7921.29,7129.16,6079.32,85.27,Semi Critical
5600,UTTAR PRADESH,AMROHA,JOYA,BLOCK,34972.00,8835.02,7951.52,10613.66,133.48,Over Exploited
5601,UTTAR PRADESH,AMROHA,AMROHA,BLOCK,33284.00,12577.85,11320.07,10154.54,89.70,Semi Critical
5602,UTTAR PRADESH,AMROHA,GANGESHWARI,BLOCK,40193.00,9368.34,8431.51,6470.69,76.74,Semi Critical
5603,UTTAR PRADESH,AURAIYA,ACHHALDA,BLOCK,28192.00,11656.96,10491.26,5437.70,51.83,Safe
5604,UTTAR PRADESH,AURAIYA,AJITMAL,BLOCK,22120.00,7688.10,6919.29,4832.86,69.85,Safe
5605,UTTAR PRADESH,AURAIYA,AURRAIYA,BLOCK,44465.00,14560.43,13104.39,8873.87,67.72,Safe
5606,UTTAR PRADESH,AURAIYA,BHAGYANAGAR,BLOCK,26802.00,10080.10,9072.09,5256.18,57.94,Safe
5607,UTTAR PRADESH,AURAIYA,BIDHUNA,BLOCK,33971.00,7696.53,6926.88,4335.57,62.59,Safe
5608,UTTAR PRADESH,AURAIYA,ERWA KATRA,BLOCK,23958.00,7216.80,6495.12,4257.64,65.55,Safe
5609,UTTAR PRADESH,AURAIYA,SAHAR,BLOCK,29919.00,9227.61,8304.84,5187.60,62.46,Safe
5610,UTTAR PRADESH,AYODHYA,AMANIGANJ,BLOCK,24750.00,10313.10,9281.79,5366.36,57.82,Safe
5611,UTTAR PRADESH,AYODHYA,BIKAPUR,BLOCK,20497.00,4964.09,4467.68,3054.73,68.37,Safe
5612,UTTAR PRADESH,AYODHYA,HARRINGTANGANJ,BLOCK,21890.00,6515.19,5863.67,3486.74,59.46,Safe
5613,UTTAR PRADESH,AYODHYA,MASODHA,BLOCK,20718.00,8527.91,7675.12,5249.03,68.39,Safe
5614,UTTAR PRADESH,AYODHYA,MAYA BAZAR,BLOCK,21659.00,7164.12,6447.71,4174.94,64.75,Safe
5615,UTTAR PRADESH,AYODHYA,MILKIPUR,BLOCK,21969.00,6730.15,6057.14,4117.65,67.98,Safe
5616,UTTAR PRADESH,AYODHYA,PURA BAZAR,BLOCK,23043.00,8800.89,7920.80,5330.48,67.30,Safe
5617,UTTAR PRADESH,AYODHYA,SOHAWAL,BLOCK,19822.00,12028.45,10825.61,5943.28,54.90,Safe
5618,UTTAR PRADESH,AYODHYA,TARUN,BLOCK,27103.00,9134.06,8220.66,5374.66,65.38,Safe
5619,UTTAR PRADESH,AYODHYA,MAWAI,BLOCK,23860.00,9488.02,8539.22,4775.93,55.93,Safe
5620,UTTAR PRADESH,AYODHYA,RUDAULI,BLOCK,26890.00,11603.56,10443.21,6542.17,62.65,Safe
5621,UTTAR PRADESH,AZAMGARH,AHIRAULA,BLOCK,19602.00,6475.40,5827.86,3676.73,63.09,Safe
5622,UTTAR PRADESH,AZAMGARH,ATRAULIA,BLOCK,13502.00,3735.82,3362.23,2260.49,67.23,Safe
5623,UTTAR PRADESH,AZAMGARH,AZAMATGARH,BLOCK,20535.00,6731.67,6058.51,3661.62,60.44,Safe
5624,UTTAR PRADESH,AZAMGARH,BILHARIYAGANJ,BLOCK,19927.00,5770.09,5193.08,3051.76,58.77,Safe
5625,UTTAR PRADESH,AZAMGARH,HARAIYA,BLOCK,26391.00,6761.60,6085.44,3565.68,58.59,Safe
5626,UTTAR PRADESH,AZAMGARH,JAHANGANJ,BLOCK,18089.00,6229.39,5606.45,3449.90,61.53,Safe
5627,UTTAR PRADESH,AZAMGARH,KOILSA,BLOCK,16539.00,5677.72,5109.95,3310.91,64.79,Safe
5628,UTTAR PRADESH,AZAMGARH,LALGANJ,BLOCK,21299.00,7601.57,6841.41,3444.71,50.35,Safe
5629,UTTAR PRADESH,AZAMGARH,MAHARAJGANJ,BLOCK,24006.00,7160.95,6444.86,4105.47,63.70,Safe
5630,UTTAR PRADESH,AZAMGARH,MARTINGANJ,BLOCK,23235.00,9524.43,9048.21,4791.44,52.95,Safe
5631,UTTAR PRADESH,AZAMGARH,MEHNAGAR,BLOCK,18719.00,8150.11,7335.10,4112.49,56.07,Safe
5632,UTTAR PRADESH,AZAMGARH,MIRZAPUR,BLOCK,16556.00,5029.07,4526.16,2843.43,62.82,Safe
5633,UTTAR PRADESH,AZAMGARH,MOHAMMADPUR,BLOCK,19192.00,7388.59,6649.73,3366.67,50.63,Safe
5634,UTTAR PRADESH,AZAMGARH,PALHANA,BLOCK,14289.00,4613.38,4152.05,2712.93,65.34,Safe
5635,UTTAR PRADESH,AZAMGARH,PALHANI,BLOCK,12728.00,3995.06,3595.55,2381.19,66.23,Safe
5636,UTTAR PRADESH,AZAMGARH,PAWAI,BLOCK,20699.00,7370.90,6633.81,3743.40,56.43,Safe
5637,UTTAR PRADESH,AZAMGARH,PHULPUR,BLOCK,19120.00,6855.37,6169.83,3290.87,53.34,Safe
5638,UTTAR PRADESH,AZAMGARH,RANI KI SARAI,BLOCK,13901.00,5817.90,5236.11,3332.52,63.64,Safe
5639,UTTAR PRADESH,AZAMGARH,SATHIYAON,BLOCK,16416.00,3916.33,3524.70,2444.29,69.35,Safe
5640,UTTAR PRADESH,AZAMGARH,TAHBARPUR,BLOCK,17626.00,6556.61,5900.95,3395.20,57.54,Safe
5641,UTTAR PRADESH,AZAMGARH,TARWA,BLOCK,21980.00,7109.80,6398.82,4409.55,68.91,Safe
5642,UTTAR PRADESH,AZAMGARH,THEKMA,BLOCK,22768.00,7845.91,7453.61,4157.03,55.77,Safe
5643,UTTAR PRADESH,BAGPAT,BAGHPAT,BLOCK,21063.32,5564.50,5008.05,4410.64,88.07,Semi Critical
5644,UTTAR PRADESH,BAGPAT,BARAUT,BLOCK,27686.10,8399.04,7559.14,6021.72,79.66,Semi Critical
5645,UTTAR PRADESH,BAGPAT,BINAULI,BLOCK,29106.00,6529.93,5876.93,6829.36,116.21,Over Exploited
5646,UTTAR PRADESH,BAGPAT,CHHAPRAULI,BLOCK,20532.13,7007.56,6306.80,4732.39,75.04,Semi Critical
5647,UTTAR PRADESH,BAGPAT,KHEKRA,BLOCK,16037.41,4065.51,3658.96,3965.27,108.37,Over Exploited
5648,UTTAR PRADESH,BAGPAT,PILANA,BLOCK,20714.00,4806.48,4325.83,5448.29,125.95,Over Exploited
5649,UTTAR PRADESH,BAHRAICH,BALHA,BLOCK,30089.00,11400.51,10830.49,5603.34,51.74,Safe
5650,UTTAR PRADESH,BAHRAICH,BISHESHWARGANJ,BLOCK,25595.00,11947.17,10752.45,6773.08,62.99,Safe
5651,UTTAR PRADESH,BAHRAICH,CHITTAURA,BLOCK,31701.00,14130.93,13424.39,8788.98,65.47,Safe
5652,UTTAR PRADESH,BAHRAICH,FAKHARPUR,BLOCK,34530.00,10242.92,9730.77,5142.28,52.85,Safe
5653,UTTAR PRADESH,BAHRAICH,HUZURPUR,BLOCK,24208.00,9652.19,9169.58,5894.66,64.28,Safe
5654,UTTAR PRADESH,BAHRAICH,JARWAL,BLOCK,28197.00,9655.14,9172.38,4514.86,49.22,Safe
5655,UTTAR PRADESH,BAHRAICH,KAISARGANJ,BLOCK,24103.00,7117.83,6761.93,3968.18,58.68,Safe
5656,UTTAR PRADESH,BAHRAICH,MAHASI,BLOCK,37660.00,9470.00,8996.50,5475.73,60.87,Safe
5657,UTTAR PRADESH,BAHRAICH,MIHIPURWA,BLOCK,59547.00,13931.63,12538.47,7825.44,62.41,Safe
5658,UTTAR PRADESH,BAHRAICH,NAWABGANJ,BLOCK,24421.00,9121.31,8665.25,5028.98,58.04,Safe
5659,UTTAR PRADESH,BAHRAICH,PAYAGPUR,BLOCK,27158.00,12096.12,10886.51,6726.43,61.79,Safe
5660,UTTAR PRADESH,BAHRAICH,RISIYA,BLOCK,26877.00,11455.24,10882.48,6345.40,58.31,Safe
5661,UTTAR PRADESH,BAHRAICH,SHIVPUR,BLOCK,38005.00,9817.47,9326.60,5673.04,60.83,Safe
5662,UTTAR PRADESH,BAHRAICH,TEJWAPUR,BLOCK,26634.00,8900.68,8455.64,4839.03,57.23,Safe
5663,UTTAR PRADESH,BALLIA,BAIRIA KHERA,BLOCK,15937.00,3689.27,3320.34,2152.02,64.81,Safe
5664,UTTAR PRADESH,BALLIA,BANSDIH,BLOCK,17170.00,5267.64,4740.87,2790.68,58.86,Safe
5665,UTTAR PRADESH,BALLIA,BELHARI,BLOCK,15787.00,3680.14,3312.12,2084.51,62.94,Safe
5666,UTTAR PRADESH,BALLIA,BERUAR,BLOCK,16056.00,4505.61,4055.05,2602.77,64.19,Safe
5667,UTTAR PRADESH,BALLIA,CHILKAHAR,BLOCK,18870.00,7856.24,7070.61,4474.55,63.28,Safe
5668,UTTAR PRADESH,BALLIA,DUBAHAND,BLOCK,15938.00,4190.07,3771.06,2540.62,67.37,Safe
5669,UTTAR PRADESH,BALLIA,GARWAR,BLOCK,16136.00,5612.47,5051.22,3259.35,64.53,Safe
5670,UTTAR PRADESH,BALLIA,HANUMANGANJ BRAHMIN,BLOCK,15154.00,4593.10,4133.79,2585.54,62.55,Safe
5671,UTTAR PRADESH,BALLIA,MANIYAR,BLOCK,17036.00,6366.41,5729.76,3842.31,67.06,Safe
5672,UTTAR PRADESH,BALLIA,MURLI CHHAPRA,BLOCK,14332.00,4272.39,3845.15,2176.88,56.61,Safe
5673,UTTAR PRADESH,BALLIA,NAWA NAGAR,BLOCK,18203.00,6213.61,5592.25,3466.55,61.99,Safe
5674,UTTAR PRADESH,BALLIA,NEGARA,BLOCK,21378.00,10679.07,9611.17,6214.34,64.66,Safe
5675,UTTAR PRADESH,BALLIA,PANDAH,BLOCK,17247.00,6821.90,6139.71,3177.45,51.75,Safe
5676,UTTAR PRADESH,BALLIA,RASRA,BLOCK,20493.00,4875.58,4388.02,2997.29,68.31,Safe
5677,UTTAR PRADESH,BALLIA,REOTI,BLOCK,15123.00,4326.56,3893.90,1983.84,50.95,Safe
5678,UTTAR PRADESH,BALLIA,SIAR,BLOCK,22302.00,7781.97,7003.77,4540.25,64.83,Safe
5679,UTTAR PRADESH,BALLIA,SOHAON,BLOCK,15538.00,4704.86,4234.38,2752.25,65.00,Safe
5680,UTTAR PRADESH,BALRAMPUR,BALRAMPUR,BLOCK,48684.00,16169.34,14552.40,9126.42,62.71,Safe
5681,UTTAR PRADESH,BALRAMPUR,GAINDAS BUZURG,BLOCK,54500.00,12974.08,12325.37,6471.52,52.51,Safe
5682,UTTAR PRADESH,BALRAMPUR,GAINSARA,BLOCK,16782.00,6853.93,6511.24,3912.92,60.09,Safe
5683,UTTAR PRADESH,BALRAMPUR,HARRAIYA SATGHARWA,BLOCK,59923.00,14263.75,13550.56,7098.21,52.38,Safe
5684,UTTAR PRADESH,BALRAMPUR,PACHPERWA,BLOCK,48284.00,11683.63,11099.44,6230.81,56.14,Safe
5685,UTTAR PRADESH,BALRAMPUR,REHRA BAZAR,BLOCK,23709.00,7314.18,6582.76,4145.31,62.97,Safe
5686,UTTAR PRADESH,BALRAMPUR,SHRI DATT GANJ,BLOCK,19147.00,8286.74,7458.06,4504.04,60.39,Safe
5687,UTTAR PRADESH,BALRAMPUR,TULSIPUR,BLOCK,47761.00,13429.96,12758.46,7051.88,55.27,Safe
5688,UTTAR PRADESH,BALRAMPUR,UTRAULA,BLOCK,16067.00,7063.97,6357.57,3713.23,58.41,Safe
5689,UTTAR PRADESH,BANDA,BABERU,BLOCK,59041.00,12372.22,11135.00,8352.48,75.01,Semi Critical
5690,UTTAR PRADESH,BANDA,BAROKHAR,BLOCK,67162.00,9583.92,9104.72,5738.52,63.03,Safe
5691,UTTAR PRADESH,BANDA,BISANDA,BLOCK,47476.00,10649.03,9584.13,5390.72,56.25,Safe
5692,UTTAR PRADESH,BANDA,JASPURA,BLOCK,31796.00,5671.73,5104.56,3941.22,77.21,Semi Critical
5693,UTTAR PRADESH,BANDA,KAMASIN,BLOCK,50597.00,10139.64,9125.68,5790.21,63.45,Safe
5694,UTTAR PRADESH,BANDA,MAHUVA,BLOCK,50714.00,10283.67,9255.30,4660.73,50.36,Safe
5695,UTTAR PRADESH,BANDA,NARAINI,BLOCK,79583.00,4348.13,3913.32,2832.61,72.38,Semi Critical
5696,UTTAR PRADESH,BANDA,TINDWARI,BLOCK,54091.00,10252.78,9227.50,7282.85,78.93,Semi Critical
5697,UTTAR PRADESH,BARABANKI,BANI KODAR,BLOCK,28140.00,14658.90,13193.01,8847.47,67.06,Safe
5698,UTTAR PRADESH,BARABANKI,BANKI,BLOCK,22402.00,11258.88,10132.99,6017.65,59.39,Safe
5699,UTTAR PRADESH,BARABANKI,DARIYABAD,BLOCK,24908.00,15345.81,14578.52,8476.17,58.14,Safe
5700,UTTAR PRADESH,BARABANKI,DEWA,BLOCK,26125.00,17078.31,15370.48,9874.08,64.24,Safe
5701,UTTAR PRADESH,BARABANKI,FATEHPUR,BLOCK,29266.00,21993.90,19794.50,12783.61,64.58,Safe
5702,UTTAR PRADESH,BARABANKI,HAIDERGARH,BLOCK,31117.00,11520.53,10944.50,6356.29,58.08,Safe
5703,UTTAR PRADESH,BARABANKI,HARAK,BLOCK,22495.00,12519.07,11267.16,7742.50,68.72,Safe
5704,UTTAR PRADESH,BARABANKI,MASAULI,BLOCK,23260.00,10999.22,9899.29,6866.51,69.36,Safe
5705,UTTAR PRADESH,BARABANKI,NINDAURA,BLOCK,17862.00,15864.28,14277.85,8397.91,58.82,Safe
5706,UTTAR PRADESH,BARABANKI,PURE DALAI,BLOCK,28880.00,9995.12,8995.61,5425.68,60.31,Safe
5707,UTTAR PRADESH,BARABANKI,RAMNAGAR,BLOCK,22942.00,13523.58,12171.22,7577.94,62.26,Safe
5708,UTTAR PRADESH,BARABANKI,SIDDHAUR,BLOCK,27246.00,15515.78,13964.20,7948.24,56.92,Safe
5709,UTTAR PRADESH,BARABANKI,SIRAULI GAUSPUR,BLOCK,26490.00,13502.21,12151.99,6870.06,56.53,Safe
5710,UTTAR PRADESH,BARABANKI,SURATGANJ,BLOCK,20359.00,10186.25,9167.63,5905.57,64.42,Safe
5711,UTTAR PRADESH,BARABANKI,TRIVEDIGANJ,BLOCK,37640.00,16544.80,14890.32,9375.64,62.96,Safe
5712,UTTAR PRADESH,BAREILLY,ALAMPUR JAFARABAD,BLOCK,20268.00,5519.11,4967.20,4908.32,98.81,Critical
5713,UTTAR PRADESH,BAREILLY,BAHERI,BLOCK,39214.00,13649.97,12967.47,8333.32,64.26,Safe
5714,UTTAR PRADESH,BAREILLY,BHADPURA,BLOCK,23563.00,7513.70,6762.33,4569.94,67.58,Safe
5715,UTTAR PRADESH,BAREILLY,BHOJPURA,BLOCK,31188.00,9063.97,8157.57,5522.81,67.70,Safe
5716,UTTAR PRADESH,BAREILLY,BHUTAH,BLOCK,37531.00,9768.99,8792.09,5954.86,67.73,Safe
5717,UTTAR PRADESH,BAREILLY,BITHERI CHAINPUR,BLOCK,22890.00,8462.94,7616.65,5139.77,67.48,Safe
5718,UTTAR PRADESH,BAREILLY,FARIDPUR,BLOCK,32813.00,9802.66,9312.53,6038.36,64.84,Safe
5719,UTTAR PRADESH,BAREILLY,FATEHGANJ,BLOCK,17508.00,6341.22,5707.10,4813.21,84.34,Semi Critical
5720,UTTAR PRADESH,BAREILLY,KYARA,BLOCK,27803.00,6160.53,5544.48,3684.78,66.46,Safe
5721,UTTAR PRADESH,BAREILLY,MAJHGAWA,BLOCK,17201.00,4410.99,3969.89,3467.73,87.35,Semi Critical
5722,UTTAR PRADESH,BAREILLY,MEERGANJ,BLOCK,21167.00,5516.87,4965.18,3298.91,66.44,Safe
5723,UTTAR PRADESH,BAREILLY,NAWABGANJ,BLOCK,34509.00,10832.21,10290.60,6100.42,59.28,Safe
5724,UTTAR PRADESH,BAREILLY,RAMNAGAR,BLOCK,19306.00,5669.53,5102.58,4545.19,89.08,Semi Critical
5725,UTTAR PRADESH,BAREILLY,RICHHA,BLOCK,26620.00,10972.90,9875.61,6880.15,69.67,Safe
5726,UTTAR PRADESH,BAREILLY,SHERGARH,BLOCK,27136.00,8823.57,7941.21,5303.89,66.79,Safe
5727,UTTAR PRADESH,BAREILLY,BAREILLY CITY,BLOCK,13283.00,2519.80,2267.82,4203.88,185.37,Over Exploited
5728,UTTAR PRADESH,BASTI,BAHADURPUR,BLOCK,22910.00,7206.56,6485.90,4451.75,68.64,Safe
5729,UTTAR PRADESH,BASTI,BANKATI,BLOCK,18581.00,5234.01,4710.60,3073.19,65.24,Safe
5730,UTTAR PRADESH,BASTI,BASTI SADAR,BLOCK,21026.00,6080.82,5472.74,3665.96,66.99,Safe
5731,UTTAR PRADESH,BASTI,DUBAULIYA,BLOCK,13632.00,3884.54,3496.09,2385.75,68.24,Safe
5732,UTTAR PRADESH,BASTI,GAUR,BLOCK,23946.00,6682.91,6014.62,3655.38,60.77,Safe
5733,UTTAR PRADESH,BASTI,HARRAIYA,BLOCK,23105.00,6602.26,5942.03,3873.21,65.18,Safe
5734,UTTAR PRADESH,BASTI,KAPTANGANJ,BLOCK,23505.00,5776.38,5487.56,3658.69,66.67,Safe
5735,UTTAR PRADESH,BASTI,KUDRAHA,BLOCK,13610.00,3832.26,3449.03,2341.52,67.89,Safe
5736,UTTAR PRADESH,BASTI,PARASRAMPUR,BLOCK,21241.00,5935.81,5342.22,3394.51,63.54,Safe
5737,UTTAR PRADESH,BASTI,RAMNAGAR,BLOCK,23480.00,6778.03,6100.23,4041.36,66.25,Safe
5738,UTTAR PRADESH,BASTI,RUDHAULI,BLOCK,11587.00,3306.87,2976.18,2061.13,69.25,Safe
5739,UTTAR PRADESH,BASTI,SALATUA,BLOCK,21690.00,6137.41,5523.67,3646.10,66.01,Safe
5740,UTTAR PRADESH,BASTI,SAUGHAT,BLOCK,19061.00,5621.10,5058.99,3502.90,69.24,Safe
5741,UTTAR PRADESH,BASTI,VIKRAMJOT,BLOCK,36433.00,10374.85,9337.36,5580.79,59.77,Safe
5742,UTTAR PRADESH,BIJNOR,AFZALGARH,BLOCK,55573.00,16143.88,14529.50,10019.83,68.96,Safe
5743,UTTAR PRADESH,BIJNOR,DHANPUR (ALHEPUR),BLOCK,31934.00,9169.02,8252.12,5572.20,67.52,Safe
5744,UTTAR PRADESH,BIJNOR,HALDAUR (KHARI JHALU),BLOCK,42710.00,15473.35,13926.02,8772.64,62.99,Safe
5745,UTTAR PRADESH,BIJNOR,JALEELPUR,BLOCK,38108.00,13118.35,11806.52,11051.68,93.61,Critical
5746,UTTAR PRADESH,BIJNOR,KIRATPUR,BLOCK,27536.00,9921.85,8929.66,5599.25,62.70,Safe
5747,UTTAR PRADESH,BIJNOR,KOTWALI,BLOCK,57427.00,22927.38,20634.64,14359.07,69.59,Safe
5748,UTTAR PRADESH,BIJNOR,MOHAMMADPUR DEOMAL,BLOCK,50283.00,16340.93,14706.84,8726.84,59.34,Safe
5749,UTTAR PRADESH,BIJNOR,NAJIBABAD,BLOCK,72875.00,17049.23,16196.77,10332.22,63.79,Safe
5750,UTTAR PRADESH,BIJNOR,NEHTAUR (AAKU),BLOCK,23078.00,7618.07,7237.17,5190.15,71.72,Semi Critical
5751,UTTAR PRADESH,BIJNOR,NOORPUR,BLOCK,33226.00,10770.40,9693.36,8410.16,86.76,Semi Critical
5752,UTTAR PRADESH,BIJNOR,SEOHARA (BUDHANPUR),BLOCK,26153.00,10229.44,9206.49,7059.64,76.68,Semi Critical
5753,UTTAR PRADESH,BUDAUN,AMBIAPUR,BLOCK,29828.00,5064.56,4811.33,5249.65,109.11,Over Exploited
5754,UTTAR PRADESH,BUDAUN,ASAFPUR,BLOCK,23797.00,5208.95,4688.05,4532.99,96.69,Critical
5755,UTTAR PRADESH,BUDAUN,BISAULI,BLOCK,25105.00,5335.33,4801.80,4385.86,91.34,Critical
5756,UTTAR PRADESH,BUDAUN,DAHGAWAN,BLOCK,35109.00,6815.11,6133.59,3780.72,61.64,Safe
5757,UTTAR PRADESH,BUDAUN,DATAGANJ,BLOCK,25289.00,4912.79,4421.51,2634.15,59.58,Safe
5758,UTTAR PRADESH,BUDAUN,ISLAMNAGAR,BLOCK,22374.00,5182.86,4664.57,5742.51,123.11,Over Exploited
5759,UTTAR PRADESH,BUDAUN,JAGAT,BLOCK,28261.00,4946.08,4698.78,3806.87,81.02,Semi Critical
5760,UTTAR PRADESH,BUDAUN,MIAON,BLOCK,29207.00,5746.20,5458.89,4691.94,85.95,Semi Critical
5761,UTTAR PRADESH,BUDAUN,QUADAR CHOWK,BLOCK,28677.00,5572.99,5294.34,4546.61,85.88,Semi Critical
